ID,Intro to CS,Data structure,Software engineering,Operative systems,Algorithms,Computer organization,GPA
cs00137,86.74190573521439,81.39802483128514,74.91321204783662,81.98672686216396,75.08515750133704,93.6774755064121,91.72835904640046
cs00138,80.17958021607515,84.12121718980478,67.470806998368,91.66117847695847,92.65993885813276,69.45648387673609,99.36133836083854
cs00139,91.93989724580318,92.22587689657892,58.89086252006498,85.20142141869076,99.48719273414642,69.9575506516951,59.46437910592081
cs00140,95.45813430970912,78.51014907989916,96.40106285687354,82.03730189343295,69.66947553398948,69.48226871535682,93.80486299201834
cs00141,78.47397899255644,82.90154752563713,66.09740933203858,79.89514436382493,78.59471197695312,74.86339437907547,64.17024566972827
cs00142,84.7679519822918,77.4140874351447,73.87108284544105,87.85574312850407,75.82768821645838,58.25583502902927,83.13548580868161
cs00143,89.93240408190219,65.31483032346841,62.93670304383912,88.89219075831002,63.979713177297725,92.8198084373806,95.12047727878655
cs00144,88.22940725281727,84.02164698860277,94.27845316196459,81.3444957976506,91.02593600604189,82.90154341820208,64.85160840187817
cs00145,94.72641136211072,78.78581469086366,82.28831734404626,84.38364727351289,78.71570837426475,98.60734963173914,79.65925229275342
cs00146,88.8922749951469,91.36406441886278,66.64568693698303,82.50180734520825,99.29852048736089,78.4917624122514,81.07244727604319
cs00147,91.4985908891206,95.10857919354709,68.24871877614272,83.83824019489963,88.68360911824092,36.832686694788386,82.44120197928969
cs00148,95.21019237419347,95.77334914699436,60.777459871755546,82.4000917633747,96.6678186927304,71.992717104188,77.21067393470835
cs00149,90.72643241657507,82.37019607657629,66.26294217941503,84.63666665924781,75.86432735876768,98.43576605732386,57.390882413681226
cs00150,90.50611036788275,83.30239815470165,66.34409959953051,86.75225484768585,86.9004482191488,62.33600301097897,74.40301111253606
cs00151,93.30036235616281,79.68023756072027,62.44106477146983,83.41772413715616,77.25968673057898,79.80822752497656,92.52509316060063
cs00152,83.74913800753485,70.4699168507081,60.83076302593046,88.83663097553858,72.54818690122711,50.692997797103885,74.04481320638583
cs00153,94.9157342203718,76.09832455619737,60.435549241905406,82.3980148342607,68.93084288853228,68.7800635239137,80.38987248163596
cs00154,88.37903487777336,81.63763415107873,86.25481090335894,84.26789276180602,90.52072142553092,62.74014155588238,78.14875850029534
cs00155,85.71775978407719,82.98314913232967,63.60869000264591,83.63410850733892,84.65478920079956,62.74600372513528,69.1647909976816
cs00156,84.41534442678,72.84626800698227,59.666006587130546,80.8026931351121,66.43729546656763,65.50894020608655,67.38191553427687
cs00157,89.07155687572288,85.80297027112364,72.62813814978475,81.82128570448596,82.23788179873101,78.71925239081774,66.00470286880898
cs00158,92.08144660212177,81.64066113488276,68.84665538302961,84.26635824675813,89.39288425298444,45.60055798612589,89.48403909426672
cs00159,94.08628222273973,98.32659906820685,63.4666131709605,85.38387432557514,88.51945373956296,57.52979260046932,75.74348456646807
cs00160,88.64967170482356,84.88372413917693,71.40521484718587,83.57033507831764,92.34511176299806,60.665288477486556,75.21994705108679
cs00161,85.98405378853131,82.91543136171599,54.79493406029115,86.83057854994767,83.90733855999157,85.69721722755979,97.50701299256313
cs00162,87.85419686022968,87.70708450510675,85.96061559326162,86.33624917647846,97.13518092321354,72.7133975564756,94.44365885965895
cs00163,88.12735876903285,79.97000169404458,61.111500781284114,82.853314030171,71.3972127467228,80.08683259650428,80.845759150262
cs00164,95.64947990195405,84.62364146675202,64.90988325567831,80.44126182001546,83.62066142903308,69.66921582088801,89.26775657001795
cs00165,88.11174469321418,78.68345494535876,65.95998436648411,82.51376115966903,70.9015535257235,77.2868141069695,78.65357152857453
cs00166,93.84356481933801,86.75723939386265,61.358631891389464,90.02730485844828,87.51584788588269,77.49942848344526,90.78356683141617
cs00167,90.80631105471564,74.35205394775898,91.66586427974642,82.91299081548603,73.20746030151389,89.02855422150935,77.49553233249797
cs00168,92.08253180728282,76.79507362475357,86.9159789751562,83.96910528530121,73.75622841464251,56.14322101877448,81.31407618807799
cs00169,99.87755653445146,87.71224789679086,67.32134802122586,84.87304074590952,78.39611359564189,72.47939017618496,59.49277276429422
cs00170,96.69980404829275,80.15716293218202,68.22589471768057,81.94903663538228,89.56630957550897,60.3003186413452,92.8762449864821
cs00171,85.15533826985234,91.06689086492426,60.79827516771434,83.37725769273449,91.23466508789697,94.65101257579289,97.17751271599046
cs00172,98.40533998823352,84.72806288075681,55.73591989937327,89.78670879617925,81.56481013013001,74.55356197240313,91.35804005751812
cs00173,94.22505965420092,79.5311046473982,88.87275957518386,86.16881360119378,77.35167197600947,63.983101565772095,91.22815755972712
cs00174,91.6527192784502,81.53851902149367,64.20903578932594,82.49652027153371,71.66596924311584,64.33608120367428,72.1270365189405
cs00175,87.0638751336379,74.46833354278904,68.51797349965886,84.9084229098909,67.72461818274279,65.66921912595556,85.85971441483733
cs00176,85.55192899035445,74.91219839503331,87.52193411580797,82.69799738916402,70.13804506518316,79.4733174065071,74.15875223420892
cs00177,89.69026952648352,79.20157187361919,64.77478204822074,83.73811673030558,72.54786502930469,77.52877789229885,77.37901649965167
cs00178,85.23466512076538,83.32583280487037,69.06899599653606,88.28891545868082,85.1074071694937,80.67317693411707,97.4838798057753
cs00179,93.2963877049106,97.47288272806372,65.77860803518176,81.29292385074447,94.2847979910806,61.90740280845224,79.02978119328722
cs00180,93.4403520910483,66.12334019432737,64.18282623872702,80.67397418227864,62.278154881268435,72.75128246585658,95.80143461586549
cs00181,92.71888472718136,83.9276280789248,69.23827140436728,88.05254122266075,89.32053235028674,55.131811384036226,75.47084895645449
cs00182,90.8977989426924,79.07729090881912,63.92271674360079,86.18248522617147,77.77749100143151,76.01555714963203,88.1693847332088
cs00183,97.36730443282799,82.87426722652671,85.54774203326686,89.52825263067832,80.61616995944196,73.27240886345444,72.149712425707
cs00184,93.72569852627922,85.06358289451664,57.970457978059756,79.88205490815156,93.16739339490945,75.80853996772625,82.42577711011862
cs00185,85.52896956452965,97.77734583148484,64.52404515384174,91.4381808081858,88.93828835701393,59.24934415878678,91.05070478481127
cs00186,92.12089995863492,89.51188606360604,86.42257404751233,88.84856463801756,92.78463172304612,57.40848898359875,71.05483237354272
cs00187,97.03814430871269,81.0289427306104,95.43699530738436,83.06360801403723,88.15324602228367,70.13773930991225,85.54482754382653
cs00188,85.10316658254405,71.91992007977456,66.40881778786452,85.92800645204375,63.77951323571011,62.730399737824776,97.12864855986115
cs00189,82.15865514295552,89.69038531241885,71.04722445866166,83.62488163988183,79.75362574793584,91.44161647162822,85.32901527811761
cs00190,98.91025069521363,83.79125631445397,96.67555586062964,81.22210939278368,86.42565006897266,73.40867345452816,83.94630414805326
cs00191,83.97625783173687,75.05822564181247,94.17628523240263,89.98009383383197,73.75677863816193,85.25141064142497,86.72411321880665
cs00192,82.05983572834627,89.89755336655946,96.79529228869502,84.54555722005007,85.99314725749323,54.568672809579255,66.82819401962654
cs00193,98.74389824969387,91.5571475607504,55.67099654042805,83.6673731411048,99.08373197604683,87.14924961571928,85.64853785559477
cs00194,87.20865796025423,92.48583899477538,61.63462123734388,84.85429664042785,85.20700810757847,76.2681224317524,76.8154780779113
cs00195,89.77940454229008,89.27201837066293,57.18061745371273,81.31950451183621,94.78206098229208,95.33134965917054,88.24284100879463
cs00196,88.03457826892709,98.53726973233897,90.06584408685468,81.10721463879548,88.55006256604075,79.93288255244155,87.04632710595581
cs00197,87.98928824250068,69.870569635405,84.39894535522541,87.03805405586809,77.13385173127227,74.19428188924182,77.0683786797838
cs00198,89.08164108065043,73.7872223692429,59.59514336665878,88.85424610708249,70.31834099547302,88.42053712267864,79.45261291107435
cs00199,80.61557312993627,69.56043428714914,68.41407586972167,80.91130536581761,66.28775264797997,65.29301746379932,78.09168132019263
cs00200,94.43450069079577,84.4626461188933,75.31153058364261,81.52791509356076,93.70002044154474,87.92456913189159,64.328933280286
cs00201,83.5056599184426,71.23678555142021,98.83488077981463,81.2928825024836,62.63364800404243,87.4983671450381,78.0909188863619
cs00202,96.84862928364228,97.91780762731695,61.48057695091854,82.84554409150267,89.5876958844504,79.96683358339818,82.48937158982625
cs00203,93.63892660414712,70.6167901163605,72.7529273357329,85.60755878830969,66.82604607677575,84.79625937736087,80.49581720454378
cs00204,91.59271781001272,95.05234483635797,63.729645166221346,80.81706353437184,90.99946728792844,71.6364237108161,80.7212903642298
cs00205,85.44275444907998,74.21208079591015,58.166551518961164,85.79306459946359,69.26341695818566,74.43880462691325,75.97336704390477
cs00206,85.25542313337999,88.2826508716176,63.3702961734963,85.4984610599319,85.98228603662368,78.39973600374124,76.6678279355508
cs00207,82.1006967843979,90.13521836409912,60.141373135021325,82.99832143208982,89.27624128923533,75.18968528627765,98.93964326502129
cs00208,95.94789336936799,74.15476844651349,64.1373960473303,80.49650910006405,72.1276367919899,78.92977252519177,94.33110726114634
cs00209,82.23371713889908,99.03561901551755,65.31605430135214,80.62667355985144,93.85123876857773,86.6882775020643,92.05791431322064
cs00210,93.40134422875576,65.20822830449681,64.45092049211918,80.76972347545444,73.57261670327094,57.48129968667919,68.09131602513015
cs00211,89.27569533126226,88.69761714210837,94.54594673058249,82.98174650008416,94.3186103402365,82.21262140111813,85.75118749143286
cs00212,86.54226957016806,82.4143941704392,99.09306536718061,83.57155654450828,85.43142917788225,82.16360141022734,88.77083161247295
cs00213,86.05782031435005,84.15612790823438,65.45859026975606,95.2685537740087,83.77312213737089,39.68574070365843,86.89356726516081
cs00214,93.90343859291183,67.96795619291238,66.1192958335207,80.64318250971121,71.19349257920128,61.9034639837973,80.41601526546364
cs00215,83.05227600169628,76.80170014381028,91.314301392474,80.0431575687893,79.09974003711227,86.70654534154598,89.644994029792
cs00216,85.9327106642435,63.03654975968841,90.39131508124781,87.63114895988959,60.12743912007428,56.61539561236542,90.49594281228569
cs00217,91.07262764363658,72.67878355159914,65.87464936184223,87.41815192475639,82.23320688477212,54.19645623616445,62.258729828269026
cs00218,81.96583905451077,92.4010442235416,90.32076265421792,82.16080087112343,85.69342378437754,73.20417469507159,78.75050641602371
cs00219,92.91078550606557,81.59301160622074,91.73467857430425,81.2155678236592,74.6269668561479,74.98528419904318,68.58779258317327
cs00220,92.47003141243496,96.66403139535387,70.79560052762515,82.25797366492027,95.38802500476217,66.00474371737899,89.08272781797234
cs00221,87.2729228982121,82.03519545071372,67.12278362146677,85.51034170065509,76.74570656951443,97.83576098724168,96.42375597006952
cs00222,88.8058368144509,77.56100215278056,65.18299211253911,87.13101616716287,83.74066924299137,43.131463276683945,96.28690482428456
cs00223,89.73700738055513,86.53488701329321,95.82448136066603,82.79385147073381,93.613355556748,86.90935104863452,93.72157448265362
cs00224,94.02213857156863,82.13798130361953,65.9285516021495,90.16380869335258,72.2551176539144,93.44594787744865,54.69655088112298
cs00225,89.57550807210758,79.67101279964508,95.87867399388197,86.87190123867498,89.04968916304804,73.51322601028014,98.45529342300918
cs00226,88.75647744533656,97.82816092404674,89.80808516324946,83.34622752265363,98.70023145430368,91.8866222770042,72.66518179295335
cs00227,94.92548955210556,91.72105028133431,88.34789102780802,82.81788788043262,93.9581692781747,82.06451687462413,69.62525585289998
